temp,clouds_all,hour,is_weekend,traffic_volume
270.4,90,6,0,5496
270.4,90,6,0,5496
270.4,90,6,0,5496
270.45,90,7,0,6574
270.45,90,7,0,6574
270.45,90,7,0,6574
270.45,90,7,0,6574
270.8,90,9,0,5005
270.8,90,9,0,5005
270.8,90,9,0,5005
270.32,90,10,0,4304
270.32,90,10,0,4304
270.32,90,10,0,4304
267.84,90,12,0,4755
267.84,90,12,0,4755
267.28,90,13,0,4802
266.3,90,15,0,5862
265.93,75,16,0,6416
265.14,90,18,0,4438
264.7,90,19,0,3463
263.68,90,21,0,2730
263.34,90,22,0,2212
262.72,90,23,0,2676
262.33,90,0,0,685
261.65,1,1,0,472
260.96,20,2,0,282
260.41,20,3,0,351
259.85,1,6,0,5067
259.33,1,7,0,6761
259.22,1,8,0,6010
259.84,1,9,0,5266
261.04,1,10,0,4438
262.44,1,11,0,4728
264.03,1,12,0,4814
265.33,1,13,0,4906
266.35,1,14,0,5470
267.39,1,15,0,5786
267.65,1,16,0,6608
267.42,75,17,0,6068
266.9,1,18,0,4529
265.87,1,19,0,3444
264.48,1,20,0,3080
263.29,1,21,0,2660
262.15,1,22,0,1727
261.42,1,23,0,1013
260.94,1,0,0,595
260.35,1,1,0,357
259.98,1,2,0,282
259.6,1,3,0,306
259.27,1,4,0,744
259.04,1,5,0,2581
258.68,1,6,0,5568
258.3,1,7,0,6847
258.33,1,8,0,6005
259.22,1,9,0,5023
261.0,1,10,0,4433
262.36,1,11,0,4949
263.64,1,12,0,5122
264.79,1,13,0,5211
265.97,1,14,0,5581
266.4,1,15,0,5836
266.77,1,16,0,6466
267.07,1,17,0,6246
266.89,1,18,0,4747
266.02,20,19,0,3553
264.84,1,20,0,3272
263.87,1,21,0,3066
263.0,1,22,0,3474
262.11,1,23,0,1432
261.31,1,0,0,789
260.66,1,1,0,435
259.8,1,2,0,374
259.39,1,3,0,360
258.59,1,4,0,673
258.12,1,5,0,2357
257.54,1,6,0,5183
257.0,1,7,0,6399
257.11,1,8,0,5560
259.24,1,9,0,4730
261.56,1,10,0,4814
264.66,1,11,0,5241
266.63,1,12,0,5460
267.64,1,13,0,5418
268.73,1,14,0,5807
269.62,1,15,0,5954
270.04,5,16,0,6497
270.29,1,17,0,6059
270.15,1,18,0,4762
269.53,1,19,0,3718
268.3,1,20,0,3123
267.03,1,21,0,4233
265.59,1,22,0,3226
264.41,1,23,0,1887
263.61,1,0,1,1266
263.01,1,1,1,798
262.56,1,2,1,580
262.16,1,3,1,436
261.18,1,4,1,394
261.08,1,5,1,734
260.22,1,6,1,1191
260.0,1,7,1,2004
259.96,1,8,1,2918
261.75,1,9,1,3763
264.87,1,10,1,4081
268.48,1,11,1,4531
270.91,1,12,1,4999
272.83,5,13,1,5000
273.81,1,14,1,4740
274.39,1,15,1,5505
274.75,1,16,1,6264
274.83,1,17,1,4678
274.49,1,18,1,4229
273.23,1,19,1,3613
271.87,75,20,1,3030
271.05,1,21,1,3386
270.48,1,22,1,4260
269.99,1,23,1,2077
269.72,1,0,1,1297
269.38,1,1,1,875
268.93,1,2,1,647
268.13,1,3,1,361
266.82,1,4,1,277
266.14,1,5,1,464
265.49,1,6,1,738
264.53,1,7,1,1180
264.35,1,8,1,1774
266.2,1,9,1,2742
